,availability,location,size,total_sqft,bath,price
4863,1,TC Palaya,2,748.8000000000001,2.0,55.0
4864,0,Talaghattapura,3,1214.2,3.0,131.0
4865,0,Talaghattapura,3,1325.025,3.0,120.0
4866,1,Talaghattapura,3,1368.9,3.0,126.0
4867,0,Talaghattapura,3,1465.1000000000001,3.0,170.0
4868,0,Talaghattapura,3,1214.2,3.0,121.0
4869,1,Talaghattapura,3,1368.9,3.0,126.0
4870,0,Talaghattapura,3,1214.2,3.0,135.0
4871,0,Talaghattapura,3,1206.4,3.0,135.0
4872,0,Talaghattapura,3,1214.2,3.0,120.0
4873,0,Talaghattapura,3,1465.1000000000001,3.0,170.0
4874,0,Talaghattapura,3,1577.8,3.0,170.0
4875,0,Talaghattapura,3,1172.6000000000001,3.0,115.0
4876,0,Talaghattapura,3,1206.4,3.0,135.0
4877,0,Talaghattapura,3,1465.1000000000001,3.0,153.0
4878,0,Talaghattapura,3,1368.9,3.0,148.0
4879,0,Talaghattapura,3,1206.4,3.0,135.0
4880,0,Talaghattapura,3,1477.45,3.0,159.0
4881,0,Talaghattapura,3,1364.3500000000001,3.0,147.0
4882,1,Talaghattapura,2,715.0,2.0,49.49
4883,1,Talaghattapura,3,1023.75,3.0,80.0
4884,0,Talaghattapura,3,1477.45,3.0,145.0
4885,1,Talaghattapura,2,763.75,2.0,62.0
4886,0,Talaghattapura,3,1172.6000000000001,3.0,127.0
4887,0,Talaghattapura,3,1325.025,3.0,122.0
4888,0,Talaghattapura,3,1260.0,3.0,84.0
4889,0,Talaghattapura,3,1472.25,3.0,159.0
4890,0,Talaghattapura,3,1364.3500000000001,3.0,134.0
4891,0,Thanisandra,1,331.5,1.0,25.25
4892,0,Thanisandra,2,842.4,2.0,80.0
4895,1,Thanisandra,2,842.4,2.0,83.0
4897,1,Thanisandra,3,1393.6000000000001,3.0,135.0
4898,1,Thanisandra,2,710.45,2.0,70.0
4899,1,Thanisandra,3,1073.15,3.0,97.38
4900,1,Thanisandra,2,822.25,2.0,85.0
4901,0,Thanisandra,1,331.5,1.0,25.25
4902,1,Thanisandra,3,1016.6,3.0,101.0
4904,1,Thanisandra,3,1200.55,3.0,123.0
4906,1,Thanisandra,3,1103.05,3.0,114.0
4908,0,Thanisandra,3,1022.45,3.0,95.0
4909,1,Thanisandra,3,1246.05,3.0,122.0
4910,0,Thanisandra,1,450.45,1.0,34.3
4911,1,Thanisandra,2,713.7,2.0,68.0
4912,1,Thanisandra,1,494.0,1.0,50.3
4920,1,Thanisandra,1,828.0,1.0,62.1
4921,0,Thanisandra,1,599.95,1.0,60.84
4923,0,Thanisandra,1,646.0999999999999,1.0,45.69
4925,0,Thanisandra,2,842.4,2.0,72.0
4927,1,Thanisandra,3,1311.8,4.0,130.0
4928,1,Thanisandra,3,1103.7,3.0,102.0
4929,0,Thanisandra,3,917.15,3.0,93.04
4930,1,Thanisandra,3,1170.65,3.0,115.0
4931,1,Thanisandra,2,822.25,2.0,82.0
4932,0,Thanisandra,3,1246.05,4.0,113.0
4933,1,Thanisandra,1,430.3,1.0,42.0
4935,0,Thanisandra,3,1266.2,3.0,130.0
4937,0,Thanisandra,2,713.7,2.0,74.0
4939,1,Thanisandra,3,1016.6,3.0,104.0
4943,1,Thanisandra,3,1382.55,3.0,135.0
4945,1,Thanisandra,2,829.4,2.0,75.0
4946,0,Thanisandra,1,485.09999999999997,1.0,34.3
4947,1,Thanisandra,2,822.25,2.0,78.0
4949,1,Thanisandra,2,607.1,2.0,55.0
4950,1,Thanisandra,2,686.4,2.0,68.0
4951,0,Thanisandra,3,1116.5,3.0,110.0
4952,0,Thanisandra,3,917.15,3.0,93.15
4953,0,Thanisandra,2,710.45,2.0,68.1
4954,1,Thanisandra,2,710.45,2.0,72.0
4956,1,Thanisandra,3,1103.7,3.0,107.0
4957,1,Thanisandra,3,1016.6,3.0,105.0
4958,0,Thanisandra,2,822.25,2.0,83.0
4959,1,Thanisandra,1,509.6,1.0,35.285
4960,1,Thanisandra,2,627.25,2.0,56.0
4961,0,Thanisandra,3,1004.9000000000001,3.0,95.0
4962,0,Thanisandra,1,505.05,1.0,38.535
4963,1,Thanisandra,3,1103.05,3.0,110.0
4966,1,Thanisandra,3,1222.0,3.0,120.0
4967,1,Thanisandra,1,494.0,1.0,50.0
4969,1,Thanisandra,3,1260.0,4.0,125.0
4970,1,Thanisandra,1,606.45,2.0,58.0
4971,1,Thanisandra,3,1246.05,3.0,110.0
4972,0,Thanisandra,3,1297.4,4.0,123.0
4973,0,Thanisandra,2,768.95,2.0,77.25
4976,1,Thanisandra,1,430.3,1.0,29.0
4978,1,Thanisandra,3,1016.6,3.0,100.0
4979,1,Thanisandra,1,463.4,1.0,45.0
4980,1,Thanisandra,3,1022.45,3.0,98.0
4981,1,Thanisandra,2,686.4,2.0,65.0
4983,1,Thanisandra,2,872.95,2.0,75.0
4984,1,Thanisandra,3,1257.75,4.0,122.0
4985,0,Thanisandra,2,606.45,2.0,55.0
4986,0,Thanisandra,2,768.95,2.0,77.3
4987,1,Thanisandra,1,430.3,1.0,38.0
4988,0,Thanisandra,2,822.25,2.0,72.0
4989,1,Thanisandra,3,1036.75,3.0,105.0
4990,0,Thanisandra,1,377.0,1.0,27.5
4991,0,Thanisandra,3,1356.55,4.0,139.0
4993,1,Thanisandra,2,713.7,2.0,71.0
4994,0,Thanisandra,3,917.15,3.0,93.25
4995,0,Thanisandra,3,1125.8,3.0,112.0
4996,0,Thanisandra,1,606.45,1.0,61.0
4997,1,Thanisandra,3,1106.3,3.0,107.0
4998,0,Thanisandra,1,485.55,1.0,34.355
4999,0,Thanisandra,3,1319.5,4.0,125.0
5001,1,Thanisandra,4,1363.6,4.0,129.0
5003,1,Thanisandra,2,686.4,2.0,70.0
5004,0,Thanisandra,3,1036.75,3.0,96.0
5007,0,Thanisandra,2,809.25,2.0,83.05
5008,0,Thanisandra,4,1886.4999999999998,4.0,188.0
5009,1,Thanisandra,3,1224.6000000000001,4.0,117.0
5010,1,Thanisandra,2,627.25,2.0,54.0
5011,1,Thanisandra,3,1254.5,4.0,122.0
5012,0,Thanisandra,1,505.05,1.0,38.46
5013,1,Thanisandra,3,1254.5,4.0,120.0
5014,1,Thanisandra,1,494.0,1.0,50.4
5015,0,Thanisandra,1,430.95,1.0,32.82
5016,1,Thanisandra,3,1170.65,3.0,115.0
5019,1,Thanisandra,3,1277.25,4.0,125.0
5020,0,Thanisandra,3,1022.45,3.0,100.0
5023,0,Thanisandra,4,1341.8999999999999,4.0,130.0
5026,1,Thigalarapalya,2,843.0500000000001,2.0,103.0
5027,1,Thigalarapalya,2,921.7,2.0,95.0
5029,1,Thigalarapalya,2,921.7,2.0,103.0
5030,1,Thigalarapalya,2,921.7,2.0,101.0
5031,1,Thigalarapalya,2,921.7,2.0,104.0
5033,1,Thigalarapalya,2,921.7,2.0,103.0
5034,1,Thigalarapalya,3,1346.8,4.0,159.0
5036,1,Thigalarapalya,2,921.7,2.0,106.0
5038,1,Thigalarapalya,2,921.7,2.0,104.0
5039,1,Thigalarapalya,2,921.7,2.0,105.0
5040,1,Thigalarapalya,2,921.7,2.0,104.0
5043,1,Thigalarapalya,2,921.7,2.0,106.0
5044,1,Thigalarapalya,3,1346.8,4.0,155.0
5045,1,Thigalarapalya,3,1189.5,4.0,135.0
5046,1,Thigalarapalya,2,921.7,2.0,105.0
5047,1,Thigalarapalya,3,1346.8,4.0,160.0
5051,1,Thigalarapalya,3,1346.8,4.0,160.0
5052,1,Thigalarapalya,3,1346.8,4.0,155.0
5053,1,Thigalarapalya,3,1346.8,4.0,153.0
5055,1,Thigalarapalya,3,1346.8,4.0,157.0
5056,1,Thigalarapalya,2,921.7,2.0,105.0
5062,1,Thigalarapalya,2,910.0,2.0,105.0
5064,1,Thigalarapalya,2,843.0500000000001,2.0,98.0
5067,1,Thubarahalli,2,780.0,2.0,78.0
5068,1,Thubarahalli,2,733.2,2.0,75.0
5069,1,Thubarahalli,2,829.5,2.0,65.0
5070,1,Thubarahalli,2,682.5,2.0,55.0
5071,1,Thubarahalli,2,864.5,2.0,75.0
5072,1,Thubarahalli,2,705.25,2.0,70.0
5073,1,Thubarahalli,2,851.1999999999999,2.0,80.0
5074,1,Thubarahalli,2,780.0,2.0,79.0
5075,1,Thubarahalli,2,780.0,2.0,80.0
5076,1,Thubarahalli,2,780.0,2.0,79.55
5078,1,Thubarahalli,3,1837.4999999999998,3.0,175.0
5079,1,Thubarahalli,2,633.75,2.0,50.0
5081,1,Thubarahalli,3,1029.6000000000001,3.0,101.0
5082,1,Tumkur Road,3,975.0,3.0,95.0
5083,1,Tumkur Road,3,1156.3500000000001,3.0,112.0
5084,0,Tumkur Road,3,1030.9,3.0,100.0
5085,1,Tumkur Road,2,713.7,2.0,72.0
5086,0,Tumkur Road,2,805.35,2.0,82.0
5087,0,Tumkur Road,2,809.9,2.0,82.0
5088,1,Tumkur Road,3,975.0,3.0,100.0
5090,1,Tumkur Road,3,920.4,3.0,94.0
5091,0,Tumkur Road,2,667.5500000000001,2.0,60.0
5092,1,Tumkur Road,2,667.5500000000001,2.0,68.62
5093,1,Tumkur Road,3,948.35,2.0,95.0
5094,1,Tumkur Road,2,644.8000000000001,2.0,60.0
5095,1,Tumkur Road,2,692.9,2.0,52.5
5096,0,Tumkur Road,3,936.65,2.0,95.0
5097,0,Tumkur Road,2,667.5500000000001,2.0,67.0
5099,1,Ulsoor,2,892.5,2.0,120.0
5100,0,Ulsoor,2,780.0,2.0,60.0
5101,1,Ulsoor,2,826.0,2.0,100.0
5102,1,Ulsoor,3,937.9999999999999,3.0,90.0
5103,1,Ulsoor,3,975.0,2.0,125.0
5104,1,Ulsoor,3,1300.0,3.0,185.0
5105,1,Ulsoor,2,815.75,2.0,120.0
5106,1,Ulsoor,3,1095.25,4.0,185.0
5108,1,Ulsoor,3,1387.75,3.0,170.0
5109,1,Ulsoor,2,696.0,2.0,130.0
5110,1,Uttarahalli,3,1007.9999999999999,2.0,62.0
5111,1,Uttarahalli,2,800.0999999999999,2.0,45.0
5112,1,Uttarahalli,2,714.0,2.0,45.0
5113,1,Uttarahalli,2,835.9,2.0,63.0
5114,1,Uttarahalli,2,715.65,2.0,45.0
5115,0,Uttarahalli,2,941.4999999999999,2.0,67.0
5116,1,Uttarahalli,2,763.75,2.0,47.0
5117,1,Uttarahalli,3,903.5,2.0,62.55
5118,1,Uttarahalli,2,655.2,2.0,45.0
5119,1,Uttarahalli,3,903.5,2.0,60.47
5120,1,Uttarahalli,3,1051.05,3.0,66.68
5121,1,Uttarahalli,2,805.0,2.0,49.0
5122,1,Uttarahalli,2,780.0,2.0,44.0
5124,1,Uttarahalli,2,645.45,2.0,39.71
5125,1,Uttarahalli,2,679.25,2.0,45.0
5126,1,Uttarahalli,2,707.85,2.0,43.55
5127,1,Uttarahalli,2,831.35,2.0,48.0
5129,1,Uttarahalli,3,926.25,2.0,64.0
5130,1,Uttarahalli,2,750.75,2.0,40.42
5131,1,Uttarahalli,2,682.5,2.0,42.0
5133,1,Uttarahalli,2,759.5,2.0,43.0
5134,1,Uttarahalli,2,763.75,2.0,47.0
5135,1,Uttarahalli,2,763.75,2.0,47.0
5136,0,Uttarahalli,2,861.25,2.0,53.0
5137,1,Uttarahalli,3,968.5,2.0,59.6
5138,1,Uttarahalli,2,737.1,2.0,45.36
5139,1,Uttarahalli,3,903.5,2.0,61.16
5140,1,Uttarahalli,2,763.0,2.0,45.0
5141,1,Uttarahalli,2,682.5,2.0,42.0
5142,1,Uttarahalli,2,729.95,2.0,48.0
5143,1,Uttarahalli,2,609.7,2.0,35.0
5144,1,Uttarahalli,2,715.0,1.0,45.0
5145,1,Uttarahalli,2,731.25,2.0,47.0
5146,1,Uttarahalli,3,903.5,2.0,62.55
5147,1,Uttarahalli,3,968.5,2.0,59.6
5148,1,Uttarahalli,2,767.0,2.0,41.3
5150,1,Uttarahalli,2,812.0,2.0,45.0
5152,1,Uttarahalli,2,773.5,2.0,53.55
5153,1,Uttarahalli,3,1014.0,3.0,74.0
5154,1,Uttarahalli,2,731.25,2.0,48.0
5155,1,Uttarahalli,2,754.0,2.0,40.6
5156,1,Uttarahalli,2,692.25,2.0,42.59
5157,1,Uttarahalli,2,698.75,2.0,46.76
5158,1,Uttarahalli,2,750.75,2.0,40.6
5160,1,Uttarahalli,2,767.0,2.0,41.3
5161,0,Uttarahalli,2,651.3000000000001,2.0,40.08
5162,1,Uttarahalli,2,701.4,2.0,40.08
5163,1,Uttarahalli,2,698.75,2.0,40.0
5165,1,Uttarahalli,2,750.75,2.0,40.43
5166,1,Uttarahalli,2,666.25,2.0,35.88
5167,1,Uttarahalli,2,731.25,2.0,47.65
5168,1,Uttarahalli,2,845.0,2.0,55.0
5169,1,Uttarahalli,2,666.25,2.0,35.88
5170,1,Uttarahalli,2,686.0,2.0,45.0
5171,1,Uttarahalli,2,731.25,2.0,47.0
5172,1,Uttarahalli,2,763.75,2.0,47.0
5173,0,Uttarahalli,3,991.25,2.0,62.82
5175,1,Uttarahalli,2,788.45,2.0,48.0
5176,1,Uttarahalli,3,958.75,2.0,59.0
5177,0,Uttarahalli,2,692.25,2.0,42.6
5178,1,Uttarahalli,2,731.25,2.0,47.0
5179,1,Uttarahalli,2,719.5500000000001,2.0,45.0
5180,1,Uttarahalli,2,840.0,2.0,55.0
5181,1,Uttarahalli,3,975.0,3.0,68.0
5182,1,Uttarahalli,2,784.0,2.0,50.0
5183,1,Uttarahalli,2,747.5,2.0,46.0
5185,1,Uttarahalli,2,682.5,2.0,42.0
5186,1,Uttarahalli,2,731.25,2.0,48.0
5187,1,Uttarahalli,3,968.5,2.0,59.6
5188,1,Uttarahalli,2,700.0,2.0,52.0
5189,0,Uttarahalli,2,674.0500000000001,2.0,36.0
5190,1,Uttarahalli,2,650.0,2.0,39.5
5191,1,Uttarahalli,2,787.5,1.0,45.0
5192,1,Uttarahalli,2,754.0,2.0,40.58
5194,1,Uttarahalli,2,731.25,2.0,47.0
5195,1,Uttarahalli,2,815.5,1.0,42.09
5196,1,Uttarahalli,2,819.0,2.0,55.0
5197,1,Uttarahalli,2,834.6,2.0,53.36
5198,1,Uttarahalli,2,747.5,2.0,45.99
5200,1,Uttarahalli,2,676.0,2.0,36.4
5202,1,Uttarahalli,2,698.75,2.0,46.76
5203,1,Varthur,2,812.0,2.0,44.0
5204,1,Varthur,2,709.15,2.0,34.9
5205,0,Varthur,2,900.25,2.0,80.0
5206,0,Varthur,3,997.75,3.0,65.99
5207,1,Varthur,2,716.8,2.0,42.0
5208,1,Varthur,2,731.25,2.0,40.0
5209,1,Varthur,2,722.8000000000001,2.0,40.0
5210,0,Varthur,2,685.75,2.0,45.35
5211,1,Varthur,2,832.0,2.0,65.0
5212,1,Varthur,2,635.0500000000001,2.0,36.0
5214,1,Varthur,2,722.15,2.0,41.88
5215,1,Varthur,2,741.0,2.0,55.5
5216,0,Varthur,2,657.8000000000001,2.0,59.0
5217,1,Varthur,2,741.0,2.0,39.9
5218,1,Varthur,2,708.5,2.0,48.0
5219,1,Varthur,3,942.5,3.0,71.0
5220,1,Varthur,2,847.0,2.0,60.0
5221,0,Varthur,2,695.5,2.0,46.0
5222,1,Varthur,2,627.25,2.0,34.0
5223,0,Varthur,2,728.0,2.0,44.24
5224,1,Varthur,3,906.75,2.0,79.0
5225,0,Varthur,2,705.25,2.0,45.0
5226,1,Varthur,2,812.5,2.0,47.0
5228,0,Varthur,2,808.5,2.0,60.0
5229,1,Varthur,2,672.75,2.0,60.0
5230,1,Varthur,2,750.75,2.0,39.0
5231,0,Varthur,2,767.0,2.0,55.0
5233,1,Varthur,2,1129.7,2.0,57.35
5234,0,Varthur,2,679.25,2.0,40.65
5235,1,Varthur,2,750.75,2.0,39.0
5236,0,Varthur,3,1049.75,3.0,69.43
5237,0,Varthur,2,786.5,2.0,64.15
5239,1,Varthur,2,718.25,2.0,38.0
5240,1,Varthur,3,1014.0,3.0,90.0
5241,0,Varthur,2,1144.0,2.0,85.0
5242,1,Varthur,2,786.5,2.0,54.0
5243,1,Varthur,2,722.8000000000001,2.0,40.0
5245,0,Varthur,3,1082.25,3.0,71.58
5246,1,Varthur Road,2,703.95,2.0,61.75
5247,1,Varthur Road,2,893.9,2.0,59.0
5248,1,Varthur Road,2,682.5,2.0,42.7
5249,0,Varthur Road,2,815.75,2.0,52.76
5250,0,Varthur Road,2,741.0,2.0,49.11
5251,1,Vasanthapura,2,715.4,2.0,40.0
5252,1,Vasanthapura,2,737.75,2.0,39.73
5253,1,Vasanthapura,2,646.75,2.0,34.82
5254,1,Vasanthapura,2,646.75,2.0,34.82
5255,1,Vasanthapura,2,658.0,2.0,40.0
5256,1,Vasanthapura,2,674.0500000000001,2.0,36.28
5257,1,Vasanthapura,2,635.7,2.0,34.22
5258,1,Vasanthapura,2,674.0500000000001,2.0,36.28
5259,1,Vidyaranyapura,2,690.3000000000001,2.0,38.0
5260,1,Vidyaranyapura,2,840.0,2.0,55.0
5261,1,Vidyaranyapura,3,965.25,2.0,67.0
5262,1,Vidyaranyapura,2,742.0,2.0,55.0
5263,1,Vidyaranyapura,2,715.0,2.0,54.0
5264,1,Vidyaranyapura,3,1007.9999999999999,2.0,70.0
5265,1,Vidyaranyapura,2,715.0,2.0,54.0
5267,1,Vidyaranyapura,2,661.5,2.0,40.0
5268,1,Vidyaranyapura,2,715.0,2.0,54.0
5269,1,Vidyaranyapura,2,840.0,2.0,52.0
5270,1,Vidyaranyapura,2,735.0,2.0,50.0
5271,0,Vidyaranyapura,2,772.2,2.0,50.0
5272,1,Vidyaranyapura,2,715.0,2.0,41.0
5273,1,Vidyaranyapura,2,780.0,2.0,60.5
5274,0,Vijayanagar,3,1107.6000000000001,3.0,110.0
5275,0,Vijayanagar,3,1256.45,3.0,129.0
5277,1,Vijayanagar,3,942.5,3.0,100.0
5278,1,Vijayanagar,3,1106.0,2.0,134.0
5279,0,Vijayanagar,3,1186.9,3.0,121.0
5280,0,Vijayanagar,3,1130.3500000000001,3.0,116.0
5281,0,Vijayanagar,3,968.5,3.0,100.0
5282,0,Vijayanagar,2,767.0,2.0,65.0
5283,0,Vijayanagar,1,393.90000000000003,1.0,34.78
5284,1,Vijayanagar,2,878.8000000000001,2.0,68.0
5285,1,Vijayanagar,3,992.5500000000001,3.0,115.0
5286,1,Vijayanagar,2,692.3,2.0,60.0
5287,0,Vijayanagar,3,988.0,2.0,103.0
5288,0,Vijayanagar,3,1136.8500000000001,3.0,117.0
5289,0,Vijayanagar,2,679.9,2.0,75.0
5290,0,Vijayanagar,1,393.90000000000003,1.0,40.0
5291,1,Vijayanagar,2,780.0,2.0,62.0
5293,1,Vijayanagar,3,1144.0,3.0,140.0
5294,0,Vijayanagar,3,1330.55,3.0,136.0
5295,1,Vijayanagar,2,765.7,2.0,82.0
5296,1,Vijayanagar,2,604.8,2.0,45.0
5297,1,Vijayanagar,2,662.35,2.0,58.0
5298,0,Vijayanagar,2,767.0,2.0,86.0
5299,0,Vijayanagar,2,679.9,2.0,49.06
5301,0,Vijayanagar,1,319.8,1.0,40.0
5302,1,Vittasandra,2,912.6,2.0,71.0
5303,1,Vittasandra,2,809.9,2.0,67.0
5304,1,Vittasandra,2,912.6,2.0,69.3
5305,1,Vittasandra,2,809.9,2.0,67.3
5306,1,Vittasandra,2,809.9,2.0,64.5
5307,1,Vittasandra,2,809.9,2.0,64.5
5308,1,Vittasandra,2,809.9,2.0,68.0
5310,1,Vittasandra,2,804.7,2.0,67.0
5311,1,Vittasandra,2,912.6,2.0,75.0
5312,1,Vittasandra,2,809.9,2.0,65.0
5313,1,Vittasandra,2,804.7,2.0,67.0
5314,1,Vittasandra,2,809.9,2.0,67.4
5315,1,Vittasandra,2,818.35,2.0,67.4
5316,1,Vittasandra,2,912.6,2.0,68.8
5317,1,Vittasandra,2,809.9,2.0,62.3
5318,1,Vittasandra,2,809.9,2.0,63.0
5319,1,Vittasandra,2,809.9,2.0,67.4
5320,1,Vittasandra,2,809.9,2.0,65.4
5322,1,Vittasandra,2,804.7,2.0,67.32
5323,1,Vittasandra,2,809.9,2.0,67.4
5325,1,Vittasandra,2,809.9,2.0,67.3
5326,1,Vittasandra,2,912.6,2.0,70.0
5327,1,Vittasandra,2,818.35,2.0,67.48
5328,1,Vittasandra,2,912.6,2.0,75.0
5330,1,Vittasandra,2,809.9,2.0,67.0
5333,1,Vittasandra,2,912.6,2.0,72.0
5334,1,Vittasandra,2,809.9,2.0,67.5
5335,1,Vittasandra,2,809.9,2.0,67.5
5336,1,Vittasandra,2,912.6,2.0,70.0
5337,1,Vittasandra,2,809.9,2.0,65.0
5338,1,Vittasandra,2,809.9,2.0,67.4
5343,0,Whitefield,2,948.35,2.0,94.82
5348,1,Whitefield,2,832.0,2.0,75.0
5350,1,Whitefield,3,1241.5,3.0,161.0
5355,1,Whitefield,2,747.5,2.0,70.0
5356,0,Whitefield,3,1237.6,3.0,101.0
5359,1,Whitefield,3,1163.5,3.0,100.0
5360,1,Whitefield,3,1118.0,3.0,100.0
5362,0,Whitefield,3,1066.0,4.0,91.0
5364,0,Whitefield,3,1482.0,4.0,126.0
5368,0,Whitefield,3,1327.8999999999999,3.0,130.0
5369,1,Whitefield,3,1446.25,2.0,125.0
5372,1,Whitefield,4,1474.2,3.0,163.0
5376,1,Whitefield,2,884.0,2.0,95.0
5378,0,Whitefield,3,1103.05,3.0,94.79
5380,1,Whitefield,3,1190.0,3.0,115.0
5383,0,Whitefield,3,1989.3999999999999,3.0,162.0
5387,0,Whitefield,2,832.0,2.0,75.0
5389,1,Whitefield,3,913.25,2.0,78.0
5390,1,Whitefield,3,1446.25,3.0,115.0
5391,0,Whitefield,2,826.8000000000001,2.0,95.05
5397,1,Whitefield,3,1056.9,3.0,89.0
5398,1,Whitefield,3,1030.25,3.0,88.0
5400,1,Whitefield,2,896.0,2.0,85.0
5401,1,Whitefield,3,1103.05,3.0,108.0
5404,0,Whitefield,2,965.25,2.0,90.0
5405,0,Whitefield,1,617.5,1.0,50.0
5407,1,Whitefield,1,536.25,1.0,45.0
5410,1,Whitefield,3,1062.75,2.0,85.0
5411,0,Whitefield,2,790.4,2.0,79.0
5416,1,Whitefield,2,760.5,2.0,71.0
5417,0,Whitefield,2,726.7,2.0,75.0
5418,1,Whitefield,3,1170.0,3.0,110.0
5419,0,Whitefield,3,1015.3000000000001,3.0,103.0
5422,0,Whitefield,3,1508.65,4.0,128.0
5423,1,Whitefield,2,858.0,2.0,95.0
5425,1,Whitefield,3,1806.0,3.0,200.0
5426,0,Whitefield,2,874.9,2.0,96.17
5428,1,Whitefield,4,1625.0,4.0,155.0
5429,0,Whitefield,1,633.5,1.0,55.0
5431,1,Whitefield,4,1474.2,3.0,146.0
5433,0,Whitefield,3,900.0,3.0,71.8
5434,0,Whitefield,1,409.825,1.0,32.79
5436,0,Whitefield,3,1103.05,3.0,115.0
5443,0,Whitefield,2,824.85,2.0,75.0
5444,1,Whitefield,3,1004.25,3.0,79.0
5448,0,Whitefield,2,735.8000000000001,2.0,79.28
5452,1,Whitefield,2,776.75,2.0,70.0
5455,1,Whitefield,2,812.5,2.0,72.0
5456,0,Whitefield,1,460.85,1.0,34.385
5458,1,Whitefield,2,858.0,2.0,79.5
5464,1,Whitefield,3,1105.0,3.0,140.0
5466,1,Whitefield,2,913.25,2.0,84.5
5469,1,Whitefield,2,747.5,2.0,90.0
5470,0,Whitefield,4,1680.0,4.0,147.0
5472,0,Whitefield,1,436.79999999999995,1.0,35.0
5475,1,Whitefield,3,1105.0,3.0,95.0
5477,0,Whitefield,4,2049.6,4.0,198.0
5479,1,Whitefield,2,790.4,2.0,84.0
5480,1,Whitefield,3,1196.0,3.0,140.0
5481,0,Whitefield,3,1155.7,3.0,122.0
5483,1,Whitefield,1,422.5,1.0,25.0
5484,1,Whitefield,4,1400.75,3.0,125.0
5485,0,Whitefield,1,633.5,1.0,52.0
5490,0,Whitefield,2,790.4,2.0,75.0
5492,1,Whitefield,2,815.75,2.0,77.0
5493,0,Whitefield,2,790.4,2.0,73.0
5494,0,Whitefield,1,460.85,1.0,34.735
5498,1,Whitefield,3,1134.25,3.0,100.0
5501,1,Whitefield,1,536.25,1.0,44.9
5505,0,Whitefield,3,1215.5,3.0,138.0
5508,1,Whitefield,3,1210.3,3.0,125.0
5509,0,Whitefield,3,1075.75,3.0,113.0
5510,1,Whitefield,1,344.5,1.0,29.44
5512,0,Whitefield,1,588.25,1.0,50.0
5513,0,Whitefield,3,1040.0,3.0,82.0
5515,0,Whitefield,1,409.825,1.0,32.15
5516,0,Whitefield,1,633.5,1.0,52.0
5519,1,Whitefield,2,790.4,2.0,83.0
5523,1,Whitefield,2,790.4,2.0,75.0
5531,0,Whitefield,1,487.5,1.0,51.0
5534,0,Whitefield,2,762.45,2.0,77.0
5540,0,Whitefield,3,1412.45,3.0,128.0
5542,0,Whitefield,1,588.25,1.0,62.0
5543,0,Whitefield,3,1215.5,3.0,138.0
5544,0,Whitefield,2,858.0,2.0,99.26
5545,1,Whitefield,3,1885.65,4.0,190.0
5546,0,Whitefield,2,965.25,2.0,96.51
5547,1,Whitefield,3,1140.75,3.0,101.0
5549,1,Whitefield,3,1446.25,3.0,149.0
5550,1,Whitefield,2,812.5,2.0,82.0
5551,1,Whitefield,1,393.25,1.0,40.0
5553,0,Whitefield,3,1547.0,3.0,156.0
5554,0,Whitefield,2,762.45,2.0,78.2
5555,0,Whitefield,3,1131.0,4.0,130.0
5556,0,Whitefield,2,790.4,2.0,75.0
5558,0,Whitefield,3,1075.75,3.0,120.0
5560,1,Whitefield,2,767.0,2.0,70.0
5562,1,Whitefield,3,1314.95,4.0,130.0
5563,0,Whitefield,3,1387.1000000000001,4.0,118.0
5566,0,Whitefield,1,588.25,1.0,60.0
5572,1,Whitefield,3,943.8000000000001,3.0,90.0
5575,1,Whitefield,2,841.75,2.0,78.5
5576,0,Whitefield,1,546.0,1.0,57.6
5577,0,Whitefield,1,416.0,1.0,19.83
5581,0,Whitefield,3,1158.5,3.0,97.0
5582,1,Whitefield,3,1202.5,3.0,150.0
5583,1,Whitefield,2,902.9999999999999,2.0,90.0
5586,0,Whitefield,2,790.4,2.0,75.0
5587,0,Whitefield,2,881.4,2.0,94.84
5588,0,Whitefield,2,869.7,2.0,103.0
5595,1,Whitefield,2,823.5500000000001,2.0,90.33
5596,0,Whitefield,4,1440.0,4.0,143.0
5597,1,Whitefield,3,1193.4,3.0,125.0
5599,0,Whitefield,3,2337.4,3.0,200.0
5602,0,Whitefield,2,790.4,2.0,82.0
5603,1,Whitefield,2,971.75,3.0,88.0
5604,0,Whitefield,3,1016.6,3.0,103.0
5605,1,Whitefield,3,1030.25,3.0,84.0
5607,0,Whitefield,3,1090.6,3.0,90.0
5608,0,Whitefield,2,790.4,2.0,75.0
5610,1,Whitefield,3,1107.6000000000001,3.0,120.0
5611,0,Whitefield,2,816.4,2.0,73.0
5614,1,Whitefield,2,845.0,2.0,78.0
5615,1,Whitefield,3,1020.5,3.0,88.0
5616,0,Whitefield,2,790.4,2.0,84.03
5618,0,Whitefield,2,790.4,2.0,72.5
5620,1,Whitefield,3,1316.25,4.0,115.0
5624,1,Whitefield,4,1794.0,3.0,198.0
5627,1,Whitefield,3,1118.0,3.0,98.97
5628,1,Whitefield,3,1040.0,3.0,95.0
5629,1,Whitefield,3,1075.75,3.0,108.0
5630,1,Whitefield,3,1131.0,3.0,95.0
5631,0,Whitefield,2,877.5,2.0,88.0
5633,0,Whitefield,2,790.4,2.0,80.0
5635,0,Whitefield,2,871.0,2.0,101.0
5637,0,Whitefield,3,900.0,3.0,78.57
5638,1,Whitefield,3,1056.9,3.0,85.0
